,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.7228963995884251,1.0565796920033155,1.3210648908186409,0.7523738164912305,0.8633962355638097,-0.21546654540357438,-0.17141413691028967,-0.380036466290927,-0.6538493312474789,-0.7741141496849613,-0.892887065074492,-0.6996432376769042,-0.7779582631082713,-0.792189695451573,-0.8127153465213947,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.835771520303873,2.9389619031042487,3.0456196242700124,2.1596124847713765,1.4112305266741243,0.7224477762103887,1.0562692485930358,1.3209750332479886,0.7522873015745344,0.8633827202445415,-0.21549165104634185,-0.17139235093450733,-0.38022732736322207,-0.6538989750647634,-0.774070942609241,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1.7845549585860794,1.8266451419991518,2.2772663754219122,2.948962555017669,2.31708930263869,1.8357868135336297,2.939110594629386,3.0461508188616593,2.159730995776751,1.411235675801705,0.722440460684943,1.056274514343912,1.3209915490588786,0.7522745314771063,0.8633909564920073,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,1.356592841181465,0.35142397342475296,1.1481211662451387,1.551133357773572,1.5055671369690538,1.784548901519534,1.8265225265169973,2.2775208681859214,2.9491960694191524,2.317125313932534,1.8358006155363384,2.939090524073796,3.046377657517201,2.1597551336748064,1.411232211952536,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1.0102299915984199,-0.20620962829636985,-0.18686048183709608,0.2630813226167074,1.192627216874227,1.3564083824864932,0.35094153432550035,1.1479690276276635,1.5511632171543956,1.505575500098893,1.784561731654722,1.8265174274152285,2.2776540001948367,2.9492409097961017,2.317102503658016,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5,-0.22417595353213138,-0.4245423612453809,-0.5661545939774961,-0.4193667016922563,-0.10952109470679008,1.0099011470013346,-0.20682808072288558,-0.1874933783122891,0.26292352082666154,1.1926249182937634,1.3564130917625707,0.3509562912632818,1.1479644516080592,1.5511713963203773,1.5055700215027927,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,-0.7797454365726045,-0.4983034196741009,-0.6861616064230021,-0.660092335697831,-0.6997879173553859,-0.2250193764570499,-0.4252140675672271,-0.5669240830605796,-0.41962393191516356,-0.10956775684452918,1.0098992838174017,-0.20680581820215402,-0.18766076571290424,0.26289791793436995,1.1926261231553539,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7,-0.8787062507391888,-0.6694290752287311,-0.7362716009130955,-0.7186401554776884,-0.8096578650884366,-0.7808204559319909,-0.49899311717680206,-0.6869743128149507,-0.6603846381484921,-0.6998546895956086,-0.22504466329545675,-0.42518886635264214,-0.5671377283242115,-0.41966743354003466,-0.1095387420022098,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,-0.8752339414701857,-0.6487759788686895,-0.7488633431182986,-0.7327543620317614,-0.80586924620109,-0.8798225232134648,-0.6701605122710156,-0.7371023530764119,-0.718940987981571,-0.8097283805441408,-0.780856285062144,-0.4989669231602394,-0.687202593865865,-0.6604344533439132,-0.699813068425103,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,-0.828357766338646,-0.6458255365315407,-0.7013230919353894,-0.7063555682917363,-0.815719655308191,-0.8763487664667464,-0.6495023783803346,-0.7496986298600612,-0.7330572508877595,-0.8059396325803982,-0.8798602301893352,-0.6701320149538652,-0.737336745430367,-0.7189923387250953,-0.8096844128812257,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10,-0.7198481016823034,-0.6104202284857552,-0.6247447413812978,-0.5544971607377309,-0.6990301935779167,-0.8294530503860483,-0.6465512163959517,-0.702141258329957,-0.706654611007666,-0.8157903772861287,-0.8763864075532934,-0.649474159047738,-0.7499345578747804,-0.7331089718080588,-0.8058957458310145,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11,0.38261009122613526,1.997770797553782,1.4713948742889214,0.6951328676886019,0.06399765033368296,-0.7208981520510989,-0.6111372725833557,-0.6255353301355189,-0.5547740786281178,-0.6990969400028602,-0.8294898019667293,-0.6465230367754341,-0.7023713884417913,-0.7067056395602936,-0.8157462801615635,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,1.052765780143706,3.1572946360532597,2.3659225195197697,0.8799244238687772,0.4227798589654033,0.38201961503198717,1.997689921611211,1.471359154032372,0.6950380131216584,0.06395689989487677,-0.7209328445904231,-0.6111095695077874,-0.6257561209227062,-0.5548211243528524,-0.6990553350150609,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,1.2715212640908924,2.770786689886767,1.984315638402904,1.840213217936618,0.8963572198837249,1.052454667148635,3.157496581473728,2.3662089394177372,0.8798564922823134,0.42275133206129023,0.38200584235284696,1.9976825192088543,1.4713940037523845,0.6950237417517542,0.06398220889745979,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2.2133851533079443,3.2841636565506573,1.8378402698933998,1.534666783460487,0.8202059802480589,1.2713013421918928,2.7708943615195554,1.9844646328112254,1.8402851944552223,0.8963448275291012,1.0524536111089138,3.1574735722242844,2.3663528837320325,0.8798470674861105,0.4227689785524533,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15,2.144807045245136,2.9124079220699093,1.888207238714212,1.2487234136427903,0.7936856480366329,2.213557859739254,3.284396546802196,1.8379365151238776,1.5346942437638422,0.8201909934578773,1.2713044371795466,2.7708765545524745,1.9845620372023636,1.8403009553899643,0.896352359828844,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,3.53459883016357,0.43108591652777034,0.747498184655109,1.7573575979803016,1.913980253025014,2.144951163991566,2.912550136769939,1.8883216222584747,1.248709213775502,0.7936697577116798,2.213578827205884,3.2843718299333515,1.8380160557061271,1.53470199105692,0.8202001521196005,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17,1.8843838500699144,-0.2888220137365362,-0.06325582876153202,0.1713389800152343,0.23372777648680945,3.535322301865598,0.43062290790384106,0.7472017724091097,1.757417502950374,1.914002530590333,2.144970830144058,2.912530423623061,1.8884073054837807,1.248709461561325,0.7936794827681226,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18,0.3374700707290969,-0.5219069583712912,-0.43843835161043726,-0.443674501868715,-0.5202073820951585,1.8844194079876873,-0.28946061628560943,-0.06384421233401817,0.1711678119364353,0.23369280867054024,3.535368340219787,0.4306365926154868,0.7471483373051943,1.7574310908103448,1.913988329515552,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19,-0.6521380709367459,-0.6163211131600528,-0.5833718741356309,-0.6198407095991789,-0.7607846814416658,0.3368607773246483,-0.5226024130518659,-0.4391618471121376,-0.44393527358693297,-0.5202680361142148,1.8844341324409237,-0.289437241826663,-0.06399652518713261,0.17113980289510675,0.23371449274691825,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,-0.8118642973108818,-0.6399246518572431,-0.6406771498858403,-0.6668880647794215,-0.7846529804319492,-0.6531598954900903,-0.6170395965521218,-0.5841475635606715,-0.6201271476382504,-0.7608535318118627,0.33684614808430374,-0.5225759013386707,-0.4393599163880193,-0.44397941273847197,-0.5202302502450958,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21,-0.8257535343868936,-0.6281228825086479,-0.6214040750819583,-0.7079238134644111,-0.8024594892024781,-0.8129527058391359,-0.6406488924271857,-0.6414734762699322,-0.667181357325546,-0.7847226439834403,-0.6531933031876082,-0.6170118140523952,-0.5843633086053482,-0.6201759071443503,-0.7608106079335022,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
22,-0.658214612157501,-0.5986184591371599,-0.5892822837421546,-0.6313411741987939,-0.686527751249673,-0.8268477328260094,-0.6288442444896537,-0.6221934607847549,-0.7082230846639092,-0.80252975941303,-0.8129891444455307,-0.6406207922308262,-0.6416962101380863,-0.6672313507542289,-0.7846792103498322,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
23,1.3661416916712228,0.8913549211229829,1.4456974412170784,1.1412986193145696,0.34700748121847186,-0.6592389697968476,-0.5993326246458238,-0.5900601016427925,-0.6316292877840338,-0.6865940717225099,-0.8268844349896978,-0.6288163031416107,-0.6224138441517394,-0.7082741543472896,-0.8024859454858245,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.8340102961965197,1.531600908284272,1.5980832193331063,1.3501366014757574,1.3180305020453984,1.3659612135399686,0.8910041774675882,1.4456524667188022,1.141268768322844,0.3469763727864405,-0.6592724928006812,-0.5993050804185718,-0.5902765675078279,-0.631678348915654,-0.6865527337493641,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,1.0275915379434346,2.4462380328003994,2.6927938681936108,1.8391677211548345,1.212706896977164,0.8336079921053767,1.5314063280786978,1.598093122488271,1.3501371768792279,1.31803247589364,1.3659661040116853,0.8910116670948942,1.4456841824372553,1.1412661986521024,0.3469956375482308,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,-0.06358164984074463,-0.10884503117045952,0.16725014589289808,0.2952303486565398,0.1996302065006903,1.0272699307349267,2.446266543237426,2.693198002046346,1.83923954535106,1.212705282501599,0.8336027850382804,1.5314052001848393,1.5981434228359714,1.3501400844537297,1.318031002517342,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27,1.0683911718542192,0.8825035941115366,1.0337675890754383,1.8514523083407868,1.4942012803070142,-0.06435812692132475,-0.10943973523824675,0.16674477286870315,0.2950772307796467,0.19959407699685786,1.0272683969976106,2.446253104599046,2.6933818108604766,1.8392552788653,1.212706058521473,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2.0536589269338084,0.11538858645284904,0.5300979008673189,1.4199235116597841,1.8454062511640414,1.0680865725088675,0.8821506915144393,1.0335742690822778,1.8515259223249652,1.4942092562076654,-0.06438036637852369,-0.10941878321612553,0.1666205720095765,0.2950524710677868,0.1996164892950181,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
29,0.9833195947636469,-0.3242273217823218,-0.056060547501416,0.6026064025007916,1.2380906435223857,2.053765049390208,0.11484857557486072,0.5297231977363093,1.4199342545820495,1.8454261924465942,1.0680858129711015,0.8821583002779826,1.0335557467557341,1.851541978030102,1.4942040203521594,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30,-0.45074413333457436,-0.5602627087542256,-0.48212398783257004,-0.3762399594437006,-0.2603081264231836,0.9829795322142673,-0.3248745600982053,-0.056646339886218595,0.6024980674033106,1.2380898938586733,2.053782985947961,0.11486650947897029,0.5296432489792013,1.4199389924750496,1.845413455906731,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31,-0.8136004519453833,-0.6399246518572431,-0.6082983842153183,-0.6156587224720463,-0.7157001166822415,-0.45168200418042426,-0.5609675188488449,-0.48286321554520634,-0.37649090636847604,-0.2603599258014801,0.9829771583880778,-0.32485070909430974,-0.056797775218896396,0.6024813693189932,1.2380901277578873,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,-0.881310482690941,-0.654676863542987,-0.6496712514609854,-0.6700245551247712,-0.780485499655868,-0.8146895842124952,-0.6406488924271857,-0.6090830502548342,-0.615944551221602,-0.715767431043327,-0.45171159029718394,-0.5609404908786212,-0.48306661262373896,-0.37653327689764604,-0.2603276906006125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33,-0.8700254775666814,-0.6487759788686895,-0.6147227424832791,-0.6904117423695428,-0.8089001413109673,-0.8824278407735036,-0.6554047023491006,-0.6504708168296817,-0.6703183046380322,-0.7805550212233237,-0.8147260557635516,-0.6406207922308262,-0.6093018352810236,-0.6159932010456945,-0.7157254700359897,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
34,-0.5852961175084388,-0.554361824079928,-0.4728729119267067,-0.395843024102135,-0.30349838173893456,-0.8711381313466688,-0.6495023783803346,-0.6155097220832267,-0.6907084621691937,-0.8089706309513922,-0.8824655971663666,-0.6553764035923457,-0.6506946475983816,-0.6703683803282208,-0.7805116765946001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
