,Date,wyt_sac,trinity_inflow,whiskeytown_inflow,shasta_inflow,oroville_inflow,folsom_inflow,month,year,trinity_inflow_1m,trinity_inflow_2m,trinity_inflow_3m,trinity_inflow_4m,whiskeytown_inflow_1m,whiskeytown_inflow_2m,whiskeytown_inflow_3m,whiskeytown_inflow_4m,shasta_inflow_1m,shasta_inflow_2m,shasta_inflow_3m,shasta_inflow_4m,oroville_inflow_1m,oroville_inflow_2m,oroville_inflow_3m,oroville_inflow_4m,folsom_inflow_1m,folsom_inflow_2m,folsom_inflow_3m,folsom_inflow_4m
883,1995-05-31,W,366.7,37.3,1096.6,1720.0,1001.0,May,1995,263.6,452.4,274.2,251.4,59.9,168.9,60.5,222.8,1230.1,2383.8,851.2,2132.1,1375.3,2290.4,636.5,1523.1,685.3,1213.9,309.9,905.1
884,1995-06-30,W,269.3,24.0,506.6,888.9,775.0,June,1995,366.7,263.6,452.4,274.2,37.3,59.9,168.9,60.5,1096.6,1230.1,2383.8,851.2,1720.0,1375.3,2290.4,636.5,1001.0,685.3,1213.9,309.9
885,1995-07-31,W,94.8,14.4,327.8,363.7,366.2,July,1995,269.3,366.7,263.6,452.4,24.0,37.3,59.9,168.9,506.6,1096.6,1230.1,2383.8,888.9,1720.0,1375.3,2290.4,775.0,1001.0,685.3,1213.9
886,1995-08-31,W,15.4,16.4,250.6,160.7,100.6,August,1995,94.8,269.3,366.7,263.6,14.4,24.0,37.3,59.9,327.8,506.6,1096.6,1230.1,363.7,888.9,1720.0,1375.3,366.2,775.0,1001.0,685.3
887,1995-09-30,W,0.0,18.0,227.6,117.9,33.5,September,1995,15.4,94.8,269.3,366.7,16.4,14.4,24.0,37.3,250.6,327.8,506.6,1096.6,160.7,363.7,888.9,1720.0,100.6,366.2,775.0,1001.0
888,1995-10-31,W,2.3,9.0,251.5,112.3,36.7,October,1995,0.0,15.4,94.8,269.3,18.0,16.4,14.4,24.0,227.6,250.6,327.8,506.6,117.9,160.7,363.7,888.9,33.5,100.6,366.2,775.0
889,1995-11-30,W,6.2,7.1,221.9,105.9,31.2,November,1995,2.3,0.0,15.4,94.8,9.0,18.0,16.4,14.4,251.5,227.6,250.6,327.8,112.3,117.9,160.7,363.7,36.7,33.5,100.6,366.2
890,1995-12-31,W,126.8,31.5,501.0,349.7,187.2,December,1995,6.2,2.3,0.0,15.4,7.1,9.0,18.0,16.4,221.9,251.5,227.6,250.6,105.9,112.3,117.9,160.7,31.2,36.7,33.5,100.6
891,1996-01-31,W,133.8,35.4,555.0,466.8,341.9,January,1996,126.8,6.2,2.3,0.0,31.5,7.1,9.0,18.0,501.0,221.9,251.5,227.6,349.7,105.9,112.3,117.9,187.2,31.2,36.7,33.5
892,1996-02-29,AN,356.7,82.9,1634.0,1348.1,811.7,February,1996,133.8,126.8,6.2,2.3,35.4,31.5,7.1,9.0,555.0,501.0,221.9,251.5,466.8,349.7,105.9,112.3,341.9,187.2,31.2,36.7
893,1996-03-31,W,213.7,57.4,1048.2,877.9,566.1,March,1996,356.7,133.8,126.8,6.2,82.9,35.4,31.5,7.1,1634.0,555.0,501.0,221.9,1348.1,466.8,349.7,105.9,811.7,341.9,187.2,31.2
894,1996-04-30,W,221.3,24.5,686.6,892.3,556.6,April,1996,213.7,356.7,133.8,126.8,57.4,82.9,35.4,31.5,1048.2,1634.0,555.0,501.0,877.9,1348.1,466.8,349.7,566.1,811.7,341.9,187.2
895,1996-05-31,W,247.5,23.9,807.2,1039.1,834.8,May,1996,221.3,213.7,356.7,133.8,24.5,57.4,82.9,35.4,686.6,1048.2,1634.0,555.0,892.3,877.9,1348.1,466.8,556.6,566.1,811.7,341.9
896,1996-06-30,W,94.1,11.4,382.7,352.1,285.5,June,1996,247.5,221.3,213.7,356.7,23.9,24.5,57.4,82.9,807.2,686.6,1048.2,1634.0,1039.1,892.3,877.9,1348.1,834.8,556.6,566.1,811.7
897,1996-07-31,W,26.7,6.2,265.6,187.8,106.0,July,1996,94.1,247.5,221.3,213.7,11.4,23.9,24.5,57.4,382.7,807.2,686.6,1048.2,352.1,1039.1,892.3,877.9,285.5,834.8,556.6,566.1
898,1996-08-31,W,0.0,4.4,258.3,119.5,58.0,August,1996,26.7,94.1,247.5,221.3,6.2,11.4,23.9,24.5,265.6,382.7,807.2,686.6,187.8,352.1,1039.1,892.3,106.0,285.5,834.8,556.6
899,1996-09-30,W,0.0,5.3,234.1,104.9,44.6,September,1996,0.0,26.7,94.1,247.5,4.4,6.2,11.4,23.9,258.3,265.6,382.7,807.2,119.5,187.8,352.1,1039.1,58.0,106.0,285.5,834.8
900,1996-10-31,W,2.4,4.1,253.9,105.7,29.5,October,1996,0.0,0.0,26.7,94.1,5.3,4.4,6.2,11.4,234.1,258.3,265.6,382.7,104.9,119.5,187.8,352.1,44.6,58.0,106.0,285.5
901,1996-11-30,W,76.9,11.4,400.3,222.9,151.3,November,1996,2.4,0.0,0.0,26.7,4.1,5.3,4.4,6.2,253.9,234.1,258.3,265.6,105.7,104.9,119.5,187.8,29.5,44.6,58.0,106.0
902,1996-12-31,W,425.5,112.8,1701.4,1567.5,1004.6,December,1996,76.9,2.4,0.0,0.0,11.4,4.1,5.3,4.4,400.3,253.9,234.1,258.3,222.9,105.7,104.9,119.5,151.3,29.5,44.6,58.0
903,1997-01-31,W,430.7,116.0,2040.4,2566.5,1883.6,January,1997,425.5,76.9,2.4,0.0,112.8,11.4,4.1,5.3,1701.4,400.3,253.9,234.1,1567.5,222.9,105.7,104.9,1004.6,151.3,29.5,44.6
904,1997-02-28,W,107.6,31.4,711.8,613.7,327.5,February,1997,430.7,425.5,76.9,2.4,116.0,112.8,11.4,4.1,2040.4,1701.4,400.3,253.9,2566.5,1567.5,222.9,105.7,1883.6,1004.6,151.3,29.5
905,1997-03-31,W,116.1,18.5,502.2,559.2,304.9,March,1997,107.6,430.7,425.5,76.9,31.4,116.0,112.8,11.4,711.8,2040.4,1701.4,400.3,613.7,2566.5,1567.5,222.9,327.5,1883.6,1004.6,151.3
906,1997-04-30,W,152.4,14.8,457.0,513.2,373.3,April,1997,116.1,107.6,430.7,425.5,18.5,31.4,116.0,112.8,502.2,711.8,2040.4,1701.4,559.2,613.7,2566.5,1567.5,304.9,327.5,1883.6,1004.6
907,1997-05-31,W,110.7,11.9,350.4,338.5,359.0,May,1997,152.4,116.1,107.6,430.7,14.8,18.5,31.4,116.0,457.0,502.2,711.8,2040.4,513.2,559.2,613.7,2566.5,373.3,304.9,327.5,1883.6
908,1997-06-30,W,34.9,3.9,276.4,201.1,168.3,June,1997,110.7,152.4,116.1,107.6,11.9,14.8,18.5,31.4,350.4,457.0,502.2,711.8,338.5,513.2,559.2,613.7,359.0,373.3,304.9,327.5
909,1997-07-31,W,13.1,0.0,242.0,131.3,71.6,July,1997,34.9,110.7,152.4,116.1,3.9,11.9,14.8,18.5,276.4,350.4,457.0,502.2,201.1,338.5,513.2,559.2,168.3,359.0,373.3,304.9
910,1997-08-31,W,5.2,2.9,242.5,100.7,59.8,August,1997,13.1,34.9,110.7,152.4,0.0,3.9,11.9,14.8,242.0,276.4,350.4,457.0,131.3,201.1,338.5,513.2,71.6,168.3,359.0,373.3
911,1997-09-30,W,2.8,6.9,245.5,93.7,31.6,September,1997,5.2,13.1,34.9,110.7,2.9,0.0,3.9,11.9,242.5,242.0,276.4,350.4,100.7,131.3,201.1,338.5,59.8,71.6,168.3,359.0
912,1997-10-31,W,7.6,6.0,267.0,106.4,44.4,October,1997,2.8,5.2,13.1,34.9,6.9,2.9,0.0,3.9,245.5,242.5,242.0,276.4,93.7,100.7,131.3,201.1,31.6,59.8,71.6,168.3
913,1997-11-30,W,53.0,23.0,435.4,189.7,63.5,November,1997,7.6,2.8,5.2,13.1,6.0,6.9,2.9,0.0,267.0,245.5,242.5,242.0,106.4,93.7,100.7,131.3,44.4,31.6,59.8,71.6
914,1997-12-31,W,61.1,20.3,430.9,232.4,65.2,December,1997,53.0,7.6,2.8,5.2,23.0,6.0,6.9,2.9,435.4,267.0,245.5,242.5,189.7,106.4,93.7,100.7,63.5,44.4,31.6,59.8
915,1998-01-31,W,320.1,100.2,1578.2,972.8,464.8,January,1998,61.1,53.0,7.6,2.8,20.3,23.0,6.0,6.9,430.9,435.4,267.0,245.5,232.4,189.7,106.4,93.7,65.2,63.5,44.4,31.6
916,1998-02-28,W,339.0,269.3,2138.2,1116.3,716.7,February,1998,320.1,61.1,53.0,7.6,100.2,20.3,23.0,6.0,1578.2,430.9,435.4,267.0,972.8,232.4,189.7,106.4,464.8,65.2,63.5,44.4
917,1998-03-31,W,453.0,115.8,1305.0,1003.6,581.8,March,1998,339.0,320.1,61.1,53.0,269.3,100.2,20.3,23.0,2138.2,1578.2,430.9,435.4,1116.3,972.8,232.4,189.7,716.7,464.8,65.2,63.5
918,1998-04-30,W,258.7,82.7,993.0,868.4,562.6,April,1998,453.0,339.0,320.1,61.1,115.8,269.3,100.2,20.3,1305.0,2138.2,1578.2,430.9,1003.6,1116.3,972.8,232.4,581.8,716.7,464.8,65.2
919,1998-05-31,W,421.6,64.6,1163.2,1086.5,698.8,May,1998,258.7,453.0,339.0,320.1,82.7,115.8,269.3,100.2,993.0,1305.0,2138.2,1578.2,868.4,1003.6,1116.3,972.8,562.6,581.8,716.7,464.8
920,1998-06-30,W,500.5,41.0,939.9,978.5,814.0,June,1998,421.6,258.7,453.0,339.0,64.6,82.7,115.8,269.3,1163.2,993.0,1305.0,2138.2,1086.5,868.4,1003.6,1116.3,698.8,562.6,581.8,716.7
921,1998-07-31,W,217.0,22.2,429.8,377.9,297.1,July,1998,500.5,421.6,258.7,453.0,41.0,64.6,82.7,115.8,939.9,1163.2,993.0,1305.0,978.5,1086.5,868.4,1003.6,814.0,698.8,562.6,581.8
922,1998-08-31,W,33.5,16.1,316.5,166.7,86.4,August,1998,217.0,500.5,421.6,258.7,22.2,41.0,64.6,82.7,429.8,939.9,1163.2,993.0,377.9,978.5,1086.5,868.4,297.1,814.0,698.8,562.6
923,1998-09-30,W,9.9,9.9,298.0,131.9,52.8,September,1998,33.5,217.0,500.5,421.6,16.1,22.2,41.0,64.6,316.5,429.8,939.9,1163.2,166.7,377.9,978.5,1086.5,86.4,297.1,814.0,698.8
924,1998-10-31,W,8.4,7.3,321.6,122.4,29.6,October,1998,9.9,33.5,217.0,500.5,9.9,16.1,22.2,41.0,298.0,316.5,429.8,939.9,131.9,166.7,377.9,978.5,52.8,86.4,297.1,814.0
925,1998-11-30,W,81.1,29.2,569.4,331.6,100.2,November,1998,8.4,9.9,33.5,217.0,7.3,9.9,16.1,22.2,321.6,298.0,316.5,429.8,122.4,131.9,166.7,377.9,29.6,52.8,86.4,297.1
926,1998-12-31,W,87.3,26.2,705.0,428.6,183.1,December,1998,81.1,8.4,9.9,33.5,29.2,7.3,9.9,16.1,569.4,321.6,298.0,316.5,331.6,122.4,131.9,166.7,100.2,29.6,52.8,86.4
927,1999-01-31,W,103.3,24.9,718.3,571.8,379.8,January,1999,87.3,81.1,8.4,9.9,26.2,29.2,7.3,9.9,705.0,569.4,321.6,298.0,428.6,331.6,122.4,131.9,183.1,100.2,29.6,52.8
928,1999-02-28,AN,132.6,62.0,1169.8,952.5,668.4,February,1999,103.3,87.3,81.1,8.4,24.9,26.2,29.2,7.3,718.3,705.0,569.4,321.6,571.8,428.6,331.6,122.4,379.8,183.1,100.2,29.6
929,1999-03-31,W,189.1,80.7,1091.1,810.8,431.4,March,1999,132.6,103.3,87.3,81.1,62.0,24.9,26.2,29.2,1169.8,718.3,705.0,569.4,952.5,571.8,428.6,331.6,668.4,379.8,183.1,100.2
930,1999-04-30,W,224.4,57.7,786.5,675.2,429.3,April,1999,189.1,132.6,103.3,87.3,80.7,62.0,24.9,26.2,1091.1,1169.8,718.3,705.0,810.8,952.5,571.8,428.6,431.4,668.4,379.8,183.1
931,1999-05-31,W,334.2,26.5,613.9,720.0,689.1,May,1999,224.4,189.1,132.6,103.3,57.7,80.7,62.0,24.9,786.5,1091.1,1169.8,718.3,675.2,810.8,952.5,571.8,429.3,431.4,668.4,379.8
932,1999-06-30,W,176.4,14.4,390.5,355.8,395.7,June,1999,334.2,224.4,189.1,132.6,26.5,57.7,80.7,62.0,613.9,786.5,1091.1,1169.8,720.0,675.2,810.8,952.5,689.1,429.3,431.4,668.4
933,1999-07-31,W,37.3,9.4,298.5,156.7,118.2,July,1999,176.4,334.2,224.4,189.1,14.4,26.5,57.7,80.7,390.5,613.9,786.5,1091.1,355.8,720.0,675.2,810.8,395.7,689.1,429.3,431.4
934,1999-08-31,W,8.6,6.8,266.0,114.6,60.9,August,1999,37.3,176.4,334.2,224.4,9.4,14.4,26.5,57.7,298.5,390.5,613.9,786.5,156.7,355.8,720.0,675.2,118.2,395.7,689.1,429.3
935,1999-09-30,W,6.2,3.9,265.4,101.2,36.3,September,1999,8.6,37.3,176.4,334.2,6.8,9.4,14.4,26.5,266.0,298.5,390.5,613.9,114.6,156.7,355.8,720.0,60.9,118.2,395.7,689.1
936,1999-10-31,W,4.7,3.5,289.0,101.4,31.4,October,1999,6.2,8.6,37.3,176.4,3.9,6.8,9.4,14.4,265.4,266.0,298.5,390.5,101.2,114.6,156.7,355.8,36.3,60.9,118.2,395.7
937,1999-11-30,W,43.4,10.2,329.6,152.2,66.8,November,1999,4.7,6.2,8.6,37.3,3.5,3.9,6.8,9.4,289.0,265.4,266.0,298.5,101.4,101.2,114.6,156.7,31.4,36.3,60.9,118.2
938,1999-12-31,W,34.2,4.6,328.2,127.3,49.8,December,1999,43.4,4.7,6.2,8.6,10.2,3.5,3.9,6.8,329.6,289.0,265.4,266.0,152.2,101.4,101.2,114.6,66.8,31.4,36.3,60.9
939,2000-01-31,W,172.4,42.4,835.6,431.7,294.1,January,2000,34.2,43.4,4.7,6.2,4.6,10.2,3.5,3.9,328.2,329.6,289.0,265.4,127.3,152.2,101.4,101.2,49.8,66.8,31.4,36.3
940,2000-02-29,AN,269.2,146.5,1546.5,974.4,639.0,February,2000,172.4,34.2,43.4,4.7,42.4,4.6,10.2,3.5,835.6,328.2,329.6,289.0,431.7,127.3,152.2,101.4,294.1,49.8,66.8,31.4
941,2000-03-31,W,206.1,88.2,1091.2,746.3,426.7,March,2000,269.2,172.4,34.2,43.4,146.5,42.4,4.6,10.2,1546.5,835.6,328.2,329.6,974.4,431.7,127.3,152.2,639.0,294.1,49.8,66.8
942,2000-04-30,W,333.6,67.4,762.3,701.8,438.3,April,2000,206.1,269.2,172.4,34.2,88.2,146.5,42.4,4.6,1091.2,1546.5,835.6,328.2,746.3,974.4,431.7,127.3,426.7,639.0,294.1,49.8
943,2000-05-31,W,277.9,35.2,495.1,494.2,470.2,May,2000,333.6,206.1,269.2,172.4,67.4,88.2,146.5,42.4,762.3,1091.2,1546.5,835.6,701.8,746.3,974.4,431.7,438.3,426.7,639.0,294.1
944,2000-06-30,W,156.2,22.5,349.7,223.9,171.6,June,2000,277.9,333.6,206.1,269.2,35.2,67.4,88.2,146.5,495.1,762.3,1091.2,1546.5,494.2,701.8,746.3,974.4,470.2,438.3,426.7,639.0
945,2000-07-31,W,41.5,6.5,284.6,128.8,63.1,July,2000,156.2,277.9,333.6,206.1,22.5,35.2,67.4,88.2,349.7,495.1,762.3,1091.2,223.9,494.2,701.8,746.3,171.6,470.2,438.3,426.7
946,2000-08-31,W,0.0,19.0,259.9,91.3,35.7,August,2000,41.5,156.2,277.9,333.6,6.5,22.5,35.2,67.4,284.6,349.7,495.1,762.3,128.8,223.9,494.2,701.8,63.1,171.6,470.2,438.3
947,2000-09-30,W,0.0,14.5,267.0,92.2,30.2,September,2000,0.0,41.5,156.2,277.9,19.0,6.5,22.5,35.2,259.9,284.6,349.7,495.1,91.3,128.8,223.9,494.2,35.7,63.1,171.6,470.2
948,2000-10-31,W,12.3,3.1,291.3,107.2,17.8,October,2000,0.0,0.0,41.5,156.2,14.5,19.0,6.5,22.5,267.0,259.9,284.6,349.7,92.2,91.3,128.8,223.9,30.2,35.7,63.1,171.6
949,2000-11-30,W,16.4,0.9,269.3,95.1,41.4,November,2000,12.3,0.0,0.0,41.5,3.1,14.5,19.0,6.5,291.3,267.0,259.9,284.6,107.2,92.2,91.3,128.8,17.8,30.2,35.7,63.1
950,2000-12-31,W,17.5,6.0,313.0,121.6,60.1,December,2000,16.4,12.3,0.0,0.0,0.9,3.1,14.5,19.0,269.3,291.3,267.0,259.9,95.1,107.2,92.2,91.3,41.4,17.8,30.2,35.7
951,2001-01-31,W,27.3,17.1,338.2,133.8,71.1,January,2001,17.5,16.4,12.3,0.0,6.0,0.9,3.1,14.5,313.0,269.3,291.3,267.0,121.6,95.1,107.2,92.2,60.1,41.4,17.8,30.2
952,2001-02-28,D,57.2,60.3,558.8,204.1,114.5,February,2001,27.3,17.5,16.4,12.3,17.1,6.0,0.9,3.1,338.2,313.0,269.3,291.3,133.8,121.6,95.1,107.2,71.1,60.1,41.4,17.8
953,2001-03-31,D,194.6,72.2,645.1,402.5,229.0,March,2001,57.2,27.3,17.5,16.4,60.3,17.1,6.0,0.9,558.8,338.2,313.0,269.3,204.1,133.8,121.6,95.1,114.5,71.1,60.1,41.4
954,2001-04-30,D,145.3,29.8,424.9,332.7,261.3,April,2001,194.6,57.2,27.3,17.5,72.2,60.3,17.1,6.0,645.1,558.8,338.2,313.0,402.5,204.1,133.8,121.6,229.0,114.5,71.1,60.1
955,2001-05-31,D,186.1,19.2,359.3,307.3,275.5,May,2001,145.3,194.6,57.2,27.3,29.8,72.2,60.3,17.1,424.9,645.1,558.8,338.2,332.7,402.5,204.1,133.8,261.3,229.0,114.5,71.1
956,2001-06-30,D,42.4,8.4,260.6,116.1,52.4,June,2001,186.1,145.3,194.6,57.2,19.2,29.8,72.2,60.3,359.3,424.9,645.1,558.8,307.3,332.7,402.5,204.1,275.5,261.3,229.0,114.5
957,2001-07-31,D,23.7,5.1,253.0,90.8,41.3,July,2001,42.4,186.1,145.3,194.6,8.4,19.2,29.8,72.2,260.6,359.3,424.9,645.1,116.1,307.3,332.7,402.5,52.4,275.5,261.3,229.0
958,2001-08-31,D,9.2,5.7,228.3,73.4,31.0,August,2001,23.7,42.4,186.1,145.3,5.1,8.4,19.2,29.8,253.0,260.6,359.3,424.9,90.8,116.1,307.3,332.7,41.3,52.4,275.5,261.3
959,2001-09-30,D,4.6,5.3,199.3,72.0,24.7,September,2001,9.2,23.7,42.4,186.1,5.7,5.1,8.4,19.2,228.3,253.0,260.6,359.3,73.4,90.8,116.1,307.3,31.0,41.3,52.4,275.5
960,2001-10-31,D,3.2,6.0,203.3,62.6,9.9,October,2001,4.6,9.2,23.7,42.4,5.3,5.7,5.1,8.4,199.3,228.3,253.0,260.6,72.0,73.4,90.8,116.1,24.7,31.0,41.3,52.4
961,2001-11-30,D,65.7,17.8,376.3,169.6,56.5,November,2001,3.2,4.6,9.2,23.7,6.0,5.3,5.7,5.1,203.3,199.3,228.3,253.0,62.6,72.0,73.4,90.8,9.9,24.7,31.0,41.3
962,2001-12-31,D,106.5,66.5,844.0,355.7,173.1,December,2001,65.7,3.2,4.6,9.2,17.8,6.0,5.3,5.7,376.3,203.3,199.3,228.3,169.6,62.6,72.0,73.4,56.5,9.9,24.7,31.0
963,2002-01-31,D,247.7,79.9,872.0,484.1,217.5,January,2002,106.5,65.7,3.2,4.6,66.5,17.8,6.0,5.3,844.0,376.3,203.3,199.3,355.7,169.6,62.6,72.0,173.1,56.5,9.9,24.7
964,2002-02-28,AN,126.9,35.8,514.4,306.9,216.9,February,2002,247.7,106.5,65.7,3.2,79.9,66.5,17.8,6.0,872.0,844.0,376.3,203.3,484.1,355.7,169.6,62.6,217.5,173.1,56.5,9.9
965,2002-03-31,BN,125.4,28.8,587.2,443.0,341.3,March,2002,126.9,247.7,106.5,65.7,35.8,79.9,66.5,17.8,514.4,872.0,844.0,376.3,306.9,484.1,355.7,169.6,216.9,217.5,173.1,56.5
966,2002-04-30,BN,254.3,18.0,468.1,510.4,443.3,April,2002,125.4,126.9,247.7,106.5,28.8,35.8,79.9,66.5,587.2,514.4,872.0,844.0,443.0,306.9,484.1,355.7,341.3,216.9,217.5,173.1
967,2002-05-31,BN,173.4,13.1,354.1,347.0,390.2,May,2002,254.3,125.4,126.9,247.7,18.0,28.8,35.8,79.9,468.1,587.2,514.4,872.0,510.4,443.0,306.9,484.1,443.3,341.3,216.9,217.5
968,2002-06-30,BN,81.6,8.9,220.2,162.7,165.8,June,2002,173.4,254.3,125.4,126.9,13.1,18.0,28.8,35.8,354.1,468.1,587.2,514.4,347.0,510.4,443.0,306.9,390.2,443.3,341.3,216.9
969,2002-07-31,BN,22.9,5.3,213.7,103.8,47.1,July,2002,81.6,173.4,254.3,125.4,8.9,13.1,18.0,28.8,220.2,354.1,468.1,587.2,162.7,347.0,510.4,443.0,165.8,390.2,443.3,341.3
970,2002-08-31,BN,5.6,4.3,211.0,71.6,31.5,August,2002,22.9,81.6,173.4,254.3,5.3,8.9,13.1,18.0,213.7,220.2,354.1,468.1,103.8,162.7,347.0,510.4,47.1,165.8,390.2,443.3
971,2002-09-30,BN,1.5,3.0,187.6,107.1,12.9,September,2002,5.6,22.9,81.6,173.4,4.3,5.3,8.9,13.1,211.0,213.7,220.2,354.1,71.6,103.8,162.7,347.0,31.5,47.1,165.8,390.2
972,2002-10-31,BN,1.2,3.2,187.4,103.3,11.7,October,2002,1.5,5.6,22.9,81.6,3.0,4.3,5.3,8.9,187.6,211.0,213.7,220.2,107.1,71.6,103.8,162.7,12.9,31.5,47.1,165.8
973,2002-11-30,BN,17.7,6.1,229.4,258.2,75.1,November,2002,1.2,1.5,5.6,22.9,3.2,3.0,4.3,5.3,187.4,187.6,211.0,213.7,103.3,107.1,71.6,103.8,11.7,12.9,31.5,47.1
974,2002-12-31,BN,202.6,101.3,1106.4,654.2,179.5,December,2002,17.7,1.2,1.5,5.6,6.1,3.2,3.0,4.3,229.4,187.4,187.6,211.0,258.2,103.3,107.1,71.6,75.1,11.7,12.9,31.5
975,2003-01-31,BN,328.5,81.0,1056.3,738.1,254.6,January,2003,202.6,17.7,1.2,1.5,101.3,6.1,3.2,3.0,1106.4,229.4,187.4,187.6,654.2,258.2,103.3,107.1,179.5,75.1,11.7,12.9
976,2003-02-28,AN,133.6,25.0,490.9,384.3,165.6,February,2003,328.5,202.6,17.7,1.2,81.0,101.3,6.1,3.2,1056.3,1106.4,229.4,187.4,738.1,654.2,258.2,103.3,254.6,179.5,75.1,11.7
977,2003-03-31,BN,181.6,36.6,681.3,570.3,275.4,March,2003,133.6,328.5,202.6,17.7,25.0,81.0,101.3,6.1,490.9,1056.3,1106.4,229.4,384.3,738.1,654.2,258.2,165.6,254.6,179.5,75.1
978,2003-04-30,BN,231.1,70.1,811.7,630.4,396.3,April,2003,181.6,133.6,328.5,202.6,36.6,25.0,81.0,101.3,681.3,490.9,1056.3,1106.4,570.3,384.3,738.1,654.2,275.4,165.6,254.6,179.5
979,2003-05-31,AN,361.9,50.7,804.7,847.1,652.7,May,2003,231.1,181.6,133.6,328.5,70.1,36.6,25.0,81.0,811.7,681.3,490.9,1056.3,630.4,570.3,384.3,738.1,396.3,275.4,165.6,254.6
980,2003-06-30,AN,238.7,12.2,334.0,359.8,285.9,June,2003,361.9,231.1,181.6,133.6,50.7,70.1,36.6,25.0,804.7,811.7,681.3,490.9,847.1,630.4,570.3,384.3,652.7,396.3,275.4,165.6
981,2003-07-31,AN,56.7,4.1,247.0,149.0,66.7,July,2003,238.7,361.9,231.1,181.6,12.2,50.7,70.1,36.6,334.0,804.7,811.7,681.3,359.8,847.1,630.4,570.3,285.9,652.7,396.3,275.4
982,2003-08-31,AN,23.8,5.6,203.8,113.1,46.3,August,2003,56.7,238.7,361.9,231.1,4.1,12.2,50.7,70.1,247.0,334.0,804.7,811.7,149.0,359.8,847.1,630.4,66.7,285.9,652.7,396.3
983,2003-09-30,AN,11.0,3.7,210.1,90.3,37.8,September,2003,23.8,56.7,238.7,361.9,5.6,4.1,12.2,50.7,203.8,247.0,334.0,804.7,113.1,149.0,359.8,847.1,46.3,66.7,285.9,652.7
984,2003-10-31,AN,5.2,3.6,210.8,79.6,10.8,October,2003,11.0,23.8,56.7,238.7,3.7,5.6,4.1,12.2,210.1,203.8,247.0,334.0,90.3,113.1,149.0,359.8,37.8,46.3,66.7,285.9
985,2003-11-30,AN,29.9,5.4,263.2,105.0,24.9,November,2003,5.2,11.0,23.8,56.7,3.6,3.7,5.6,4.1,210.8,210.1,203.8,247.0,79.6,90.3,113.1,149.0,10.8,37.8,46.3,66.7
986,2003-12-31,AN,138.8,43.0,697.2,390.7,145.5,December,2003,29.9,5.2,11.0,23.8,5.4,3.6,3.7,5.6,263.2,210.8,210.1,203.8,105.0,79.6,90.3,113.1,24.9,10.8,37.8,46.3
987,2004-01-31,AN,118.2,43.7,653.6,320.6,135.0,January,2004,138.8,29.9,5.2,11.0,43.0,5.4,3.6,3.7,697.2,263.2,210.8,210.1,390.7,105.0,79.6,90.3,145.5,24.9,10.8,37.8
988,2004-02-29,AN,269.8,116.8,1352.8,784.6,274.5,February,2004,118.2,138.8,29.9,5.2,43.7,43.0,5.4,3.6,653.6,697.2,263.2,210.8,320.6,390.7,105.0,79.6,135.0,145.5,24.9,10.8
989,2004-03-31,AN,263.5,57.7,785.5,725.6,400.8,March,2004,269.8,118.2,138.8,29.9,116.8,43.7,43.0,5.4,1352.8,653.6,697.2,263.2,784.6,320.6,390.7,105.0,274.5,135.0,145.5,24.9
990,2004-04-30,AN,235.5,24.5,515.8,523.5,340.4,April,2004,263.5,269.8,118.2,138.8,57.7,116.8,43.7,43.0,785.5,1352.8,653.6,697.2,725.6,784.6,320.6,390.7,400.8,274.5,135.0,145.5
991,2004-05-31,AN,229.5,9.1,372.6,414.4,270.4,May,2004,235.5,263.5,269.8,118.2,24.5,57.7,116.8,43.7,515.8,785.5,1352.8,653.6,523.5,725.6,784.6,320.6,340.4,400.8,274.5,135.0
992,2004-06-30,AN,112.0,5.4,261.8,194.7,89.7,June,2004,229.5,235.5,263.5,269.8,9.1,24.5,57.7,116.8,372.6,515.8,785.5,1352.8,414.4,523.5,725.6,784.6,270.4,340.4,400.8,274.5
993,2004-07-31,AN,32.2,4.4,235.9,115.7,42.4,July,2004,112.0,229.5,235.5,263.5,5.4,9.1,24.5,57.7,261.8,372.6,515.8,785.5,194.7,414.4,523.5,725.6,89.7,270.4,340.4,400.8
994,2004-08-31,AN,7.0,0.8,199.0,89.5,28.3,August,2004,32.2,112.0,229.5,235.5,4.4,5.4,9.1,24.5,235.9,261.8,372.6,515.8,115.7,194.7,414.4,523.5,42.4,89.7,270.4,340.4
995,2004-09-30,AN,2.0,1.0,190.4,79.3,28.0,September,2004,7.0,32.2,112.0,229.5,0.8,4.4,5.4,9.1,199.0,235.9,261.8,372.6,89.5,115.7,194.7,414.4,28.3,42.4,89.7,270.4
996,2004-10-31,AN,12.3,2.4,243.7,124.7,53.3,October,2004,2.0,7.0,32.2,112.0,1.0,0.8,4.4,5.4,190.4,199.0,235.9,261.8,79.3,89.5,115.7,194.7,28.0,28.3,42.4,89.7
997,2004-11-30,AN,16.1,0.9,210.8,110.5,55.2,November,2004,12.3,2.0,7.0,32.2,2.4,1.0,0.8,4.4,243.7,190.4,199.0,235.9,124.7,79.3,89.5,115.7,53.3,28.0,28.3,42.4
998,2004-12-31,AN,86.3,35.6,479.3,230.1,146.7,December,2004,16.1,12.3,2.0,7.0,0.9,2.4,1.0,0.8,210.8,243.7,190.4,199.0,110.5,124.7,79.3,89.5,55.2,53.3,28.0,28.3
