,Date,wyt_sac,trinity_inflow,whiskeytown_inflow,shasta_inflow,oroville_inflow,folsom_inflow,month,year,trinity_inflow_1m,trinity_inflow_2m,trinity_inflow_3m,trinity_inflow_4m,whiskeytown_inflow_1m,whiskeytown_inflow_2m,whiskeytown_inflow_3m,whiskeytown_inflow_4m,shasta_inflow_1m,shasta_inflow_2m,shasta_inflow_3m,shasta_inflow_4m,oroville_inflow_1m,oroville_inflow_2m,oroville_inflow_3m,oroville_inflow_4m,folsom_inflow_1m,folsom_inflow_2m,folsom_inflow_3m,folsom_inflow_4m
999,2005-01-31,AN,116.9,40.4,592.1,294.8,263.0,January,2005,86.3,16.1,12.3,2.0,35.6,0.9,2.4,1.0,479.3,210.8,243.7,190.4,230.1,110.5,124.7,79.3,146.7,55.2,53.3,28.0
1000,2005-02-28,AN,106.8,31.2,496.4,325.6,249.9,February,2005,116.9,86.3,16.1,12.3,40.4,35.6,0.9,2.4,592.1,479.3,210.8,243.7,294.8,230.1,110.5,124.7,263.0,146.7,55.2,53.3
1001,2005-03-31,BN,191.3,62.9,796.6,683.4,562.0,March,2005,106.8,116.9,86.3,16.1,31.2,40.4,35.6,0.9,496.4,592.1,479.3,210.8,325.6,294.8,230.1,110.5,249.9,263.0,146.7,55.2
1002,2005-04-30,AN,178.7,32.4,592.7,596.7,503.5,April,2005,191.3,106.8,116.9,86.3,62.9,31.2,40.4,35.6,796.6,496.4,592.1,479.3,683.4,325.6,294.8,230.1,562.0,249.9,263.0,146.7
1003,2005-05-31,AN,398.7,59.7,1097.6,1119.0,1004.6,May,2005,178.7,191.3,106.8,116.9,32.4,62.9,31.2,40.4,592.7,796.6,496.4,592.1,596.7,683.4,325.6,294.8,503.5,562.0,249.9,263.0
1004,2005-06-30,AN,207.6,21.9,436.8,409.6,471.0,June,2005,398.7,178.7,191.3,106.8,59.7,32.4,62.9,31.2,1097.6,592.7,796.6,496.4,1119.0,596.7,683.4,325.6,1004.6,503.5,562.0,249.9
1005,2005-07-31,AN,76.3,10.0,268.4,180.1,142.4,July,2005,207.6,398.7,178.7,191.3,21.9,59.7,32.4,62.9,436.8,1097.6,592.7,796.6,409.6,1119.0,596.7,683.4,471.0,1004.6,503.5,562.0
1006,2005-08-31,AN,15.4,2.7,222.0,108.2,53.3,August,2005,76.3,207.6,398.7,178.7,10.0,21.9,59.7,32.4,268.4,436.8,1097.6,592.7,180.1,409.6,1119.0,596.7,142.4,471.0,1004.6,503.5
1007,2005-09-30,AN,8.5,0.6,203.0,96.1,36.7,September,2005,15.4,76.3,207.6,398.7,2.7,10.0,21.9,59.7,222.0,268.4,436.8,1097.6,108.2,180.1,409.6,1119.0,53.3,142.4,471.0,1004.6
1008,2005-10-31,AN,11.2,2.0,217.3,103.1,24.6,October,2005,8.5,15.4,76.3,207.6,0.6,2.7,10.0,21.9,203.0,222.0,268.4,436.8,96.1,108.2,180.1,409.6,36.7,53.3,142.4,471.0
1009,2005-11-30,AN,34.2,6.1,296.3,155.1,53.3,November,2005,11.2,8.5,15.4,76.3,2.0,0.6,2.7,10.0,217.3,203.0,222.0,268.4,103.1,96.1,108.2,180.1,24.6,36.7,53.3,142.4
1010,2005-12-31,AN,338.6,67.8,1192.8,1387.0,849.6,December,2005,34.2,11.2,8.5,15.4,6.1,2.0,0.6,2.7,296.3,217.3,203.0,222.0,155.1,103.1,96.1,108.2,53.3,24.6,36.7,53.3
1011,2006-01-31,AN,266.4,73.4,1426.7,1030.9,616.1,January,2006,338.6,34.2,11.2,8.5,67.8,6.1,2.0,0.6,1192.8,296.3,217.3,203.0,1387.0,155.1,103.1,96.1,849.6,53.3,24.6,36.7
1012,2006-02-28,W,182.4,41.5,807.7,737.5,484.3,February,2006,266.4,338.6,34.2,11.2,73.4,67.8,6.1,2.0,1426.7,1192.8,296.3,217.3,1030.9,1387.0,155.1,103.1,616.1,849.6,53.3,24.6
1013,2006-03-31,W,190.0,94.6,1379.5,1155.6,674.0,March,2006,182.4,266.4,338.6,34.2,41.5,73.4,67.8,6.1,807.7,1426.7,1192.8,296.3,737.5,1030.9,1387.0,155.1,484.3,616.1,849.6,53.3
1014,2006-04-30,W,355.3,143.3,1755.3,1742.5,1232.7,April,2006,190.0,182.4,266.4,338.6,94.6,41.5,73.4,67.8,1379.5,807.7,1426.7,1192.8,1155.6,737.5,1030.9,1387.0,674.0,484.3,616.1,849.6
1015,2006-05-31,W,659.4,35.6,946.4,1215.3,936.9,May,2006,355.3,190.0,182.4,266.4,143.3,94.6,41.5,73.4,1755.3,1379.5,807.7,1426.7,1742.5,1155.6,737.5,1030.9,1232.7,674.0,484.3,616.1
1016,2006-06-30,W,271.2,10.6,441.0,434.9,389.9,June,2006,659.4,355.3,190.0,182.4,35.6,143.3,94.6,41.5,946.4,1755.3,1379.5,807.7,1215.3,1742.5,1155.6,737.5,936.9,1232.7,674.0,484.3
1017,2006-07-31,W,63.7,0.4,298.1,207.3,133.8,July,2006,271.2,659.4,355.3,190.0,10.6,35.6,143.3,94.6,441.0,946.4,1755.3,1379.5,434.9,1215.3,1742.5,1155.6,389.9,936.9,1232.7,674.0
1018,2006-08-31,W,19.5,0.0,255.4,127.5,65.7,August,2006,63.7,271.2,659.4,355.3,0.4,10.6,35.6,143.3,298.1,441.0,946.4,1755.3,207.3,434.9,1215.3,1742.5,133.8,389.9,936.9,1232.7
1019,2006-09-30,W,8.8,0.0,225.8,104.1,32.3,September,2006,19.5,63.7,271.2,659.4,0.0,0.4,10.6,35.6,255.4,298.1,441.0,946.4,127.5,207.3,434.9,1215.3,65.7,133.8,389.9,936.9
1020,2006-10-31,W,6.2,0.0,241.8,101.8,26.8,October,2006,8.8,19.5,63.7,271.2,0.0,0.0,0.4,10.6,225.8,255.4,298.1,441.0,104.1,127.5,207.3,434.9,32.3,65.7,133.8,389.9
1021,2006-11-30,W,35.7,3.8,310.3,131.8,63.0,November,2006,6.2,8.8,19.5,63.7,0.0,0.0,0.0,0.4,241.8,225.8,255.4,298.1,101.8,104.1,127.5,207.3,26.8,32.3,65.7,133.8
1022,2006-12-31,W,94.6,13.0,486.2,268.4,116.9,December,2006,35.7,6.2,8.8,19.5,3.8,0.0,0.0,0.0,310.3,241.8,225.8,255.4,131.8,101.8,104.1,127.5,63.0,26.8,32.3,65.7
1023,2007-01-31,W,56.6,5.6,315.9,173.8,97.3,January,2007,94.6,35.7,6.2,8.8,13.0,3.8,0.0,0.0,486.2,310.3,241.8,225.8,268.4,131.8,101.8,104.1,116.9,63.0,26.8,32.3
1024,2007-02-28,BN,118.1,23.5,630.1,453.5,248.1,February,2007,56.6,94.6,35.7,6.2,5.6,13.0,3.8,0.0,315.9,486.2,310.3,241.8,173.8,268.4,131.8,101.8,97.3,116.9,63.0,26.8
1025,2007-03-31,BN,151.8,14.2,511.0,432.6,293.4,March,2007,118.1,56.6,94.6,35.7,23.5,5.6,13.0,3.8,630.1,315.9,486.2,310.3,453.5,173.8,268.4,131.8,248.1,97.3,116.9,63.0
1026,2007-04-30,BN,114.1,7.2,339.8,306.9,265.4,April,2007,151.8,118.1,56.6,94.6,14.2,23.5,5.6,13.0,511.0,630.1,315.9,486.2,432.6,453.5,173.8,268.4,293.4,248.1,97.3,116.9
1027,2007-05-31,BN,114.1,3.3,288.1,228.8,247.0,May,2007,114.1,151.8,118.1,56.6,7.2,14.2,23.5,5.6,339.8,511.0,630.1,315.9,306.9,432.6,453.5,173.8,265.4,293.4,248.1,97.3
1028,2007-06-30,BN,27.4,0.0,217.5,114.9,67.2,June,2007,114.1,114.1,151.8,118.1,3.3,7.2,14.2,23.5,288.1,339.8,511.0,630.1,228.8,306.9,432.6,453.5,247.0,265.4,293.4,248.1
1029,2007-07-31,BN,13.3,0.0,225.3,96.6,31.1,July,2007,27.4,114.1,114.1,151.8,0.0,3.3,7.2,14.2,217.5,288.1,339.8,511.0,114.9,228.8,306.9,432.6,67.2,247.0,265.4,293.4
1030,2007-08-31,BN,1.3,0.0,200.2,73.9,24.8,August,2007,13.3,27.4,114.1,114.1,0.0,0.0,3.3,7.2,225.3,217.5,288.1,339.8,96.6,114.9,228.8,306.9,31.1,67.2,247.0,265.4
1031,2007-09-30,BN,0.0,0.0,191.1,69.3,28.1,September,2007,1.3,13.3,27.4,114.1,0.0,0.0,0.0,3.3,200.2,225.3,217.5,288.1,73.9,96.6,114.9,228.8,24.8,31.1,67.2,247.0
1032,2007-10-31,BN,21.4,1.4,247.7,92.0,29.1,October,2007,0.0,1.3,13.3,27.4,0.0,0.0,0.0,0.0,191.1,200.2,225.3,217.5,69.3,73.9,96.6,114.9,28.1,24.8,31.1,67.2
1033,2007-11-30,BN,11.6,1.1,212.1,80.8,25.0,November,2007,21.4,0.0,1.3,13.3,1.4,0.0,0.0,0.0,247.7,191.1,200.2,225.3,92.0,69.3,73.9,96.6,29.1,28.1,24.8,31.1
1034,2007-12-31,BN,37.0,9.7,325.6,112.7,40.6,December,2007,11.6,21.4,0.0,1.3,1.1,1.4,0.0,0.0,212.1,247.7,191.1,200.2,80.8,92.0,69.3,73.9,25.0,29.1,28.1,24.8
1035,2008-01-31,BN,63.1,39.5,579.8,213.4,104.0,January,2008,37.0,11.6,21.4,0.0,9.7,1.1,1.4,0.0,325.6,212.1,247.7,191.1,112.7,80.8,92.0,69.3,40.6,25.0,29.1,28.1
1036,2008-02-29,BN,82.0,48.0,601.2,229.3,123.6,February,2008,63.1,37.0,11.6,21.4,39.5,9.7,1.1,1.4,579.8,325.6,212.1,247.7,213.4,112.7,80.8,92.0,104.0,40.6,25.0,29.1
1037,2008-03-31,BN,128.3,23.2,534.0,356.4,196.0,March,2008,82.0,63.1,37.0,11.6,48.0,39.5,9.7,1.1,601.2,579.8,325.6,212.1,229.3,213.4,112.7,80.8,123.6,104.0,40.6,25.0
1038,2008-04-30,D,142.4,11.6,348.7,354.7,278.9,April,2008,128.3,82.0,63.1,37.0,23.2,48.0,39.5,9.7,534.0,601.2,579.8,325.6,356.4,229.3,213.4,112.7,196.0,123.6,104.0,40.6
1039,2008-05-31,D,252.4,9.8,402.4,416.5,358.5,May,2008,142.4,128.3,82.0,63.1,11.6,23.2,48.0,39.5,348.7,534.0,601.2,579.8,354.7,356.4,229.3,213.4,278.9,196.0,123.6,104.0
1040,2008-06-30,D,77.1,1.4,227.3,148.8,104.9,June,2008,252.4,142.4,128.3,82.0,9.8,11.6,23.2,48.0,402.4,348.7,534.0,601.2,416.5,354.7,356.4,229.3,358.5,278.9,196.0,123.6
1041,2008-07-31,D,14.8,0.0,186.5,90.1,42.6,July,2008,77.1,252.4,142.4,128.3,1.4,9.8,11.6,23.2,227.3,402.4,348.7,534.0,148.8,416.5,354.7,356.4,104.9,358.5,278.9,196.0
1042,2008-08-31,D,3.7,0.0,176.3,67.7,28.5,August,2008,14.8,77.1,252.4,142.4,0.0,1.4,9.8,11.6,186.5,227.3,402.4,348.7,90.1,148.8,416.5,354.7,42.6,104.9,358.5,278.9
1043,2008-09-30,D,1.1,1.5,142.0,63.4,15.8,September,2008,3.7,14.8,77.1,252.4,0.0,0.0,1.4,9.8,176.3,186.5,227.3,402.4,67.7,90.1,148.8,416.5,28.5,42.6,104.9,358.5
1044,2008-10-31,D,9.7,1.0,201.5,74.0,25.0,October,2008,1.1,3.7,14.8,77.1,1.5,0.0,0.0,1.4,142.0,176.3,186.5,227.3,63.4,67.7,90.1,148.8,15.8,28.5,42.6,104.9
1045,2008-11-30,D,46.9,8.6,248.8,128.1,52.1,November,2008,9.7,1.1,3.7,14.8,1.0,1.5,0.0,0.0,201.5,142.0,176.3,186.5,74.0,63.4,67.7,90.1,25.0,15.8,28.5,42.6
1046,2008-12-31,D,17.6,3.5,237.7,105.6,50.8,December,2008,46.9,9.7,1.1,3.7,8.6,1.0,1.5,0.0,248.8,201.5,142.0,176.3,128.1,74.0,63.4,67.7,52.1,25.0,15.8,28.5
1047,2009-01-31,D,33.9,7.1,242.2,169.3,110.8,January,2009,17.6,46.9,9.7,1.1,3.5,8.6,1.0,1.5,237.7,248.8,201.5,142.0,105.6,128.1,74.0,63.4,50.8,52.1,25.0,15.8
1048,2009-02-28,C,76.8,51.6,663.4,465.5,232.5,February,2009,33.9,17.6,46.9,9.7,7.1,3.5,8.6,1.0,242.2,237.7,248.8,201.5,169.3,105.6,128.1,74.0,110.8,50.8,52.1,25.0
1049,2009-03-31,D,184.7,64.4,1051.6,769.0,441.8,March,2009,76.8,33.9,17.6,46.9,51.6,7.1,3.5,8.6,663.4,242.2,237.7,248.8,465.5,169.3,105.6,128.1,232.5,110.8,50.8,52.1
1050,2009-04-30,D,136.3,19.2,457.3,412.8,368.1,April,2009,184.7,76.8,33.9,17.6,64.4,51.6,7.1,3.5,1051.6,663.4,242.2,237.7,769.0,465.5,169.3,105.6,441.8,232.5,110.8,50.8
1051,2009-05-31,D,207.0,33.2,599.3,614.2,637.9,May,2009,136.3,184.7,76.8,33.9,19.2,64.4,51.6,7.1,457.3,1051.6,663.4,242.2,412.8,769.0,465.5,169.3,368.1,441.8,232.5,110.8
1052,2009-06-30,D,57.0,7.4,273.6,189.2,135.1,June,2009,207.0,136.3,184.7,76.8,33.2,19.2,64.4,51.6,599.3,457.3,1051.6,663.4,614.2,412.8,769.0,465.5,637.9,368.1,441.8,232.5
1053,2009-07-31,D,15.0,0.8,211.5,97.6,52.7,July,2009,57.0,207.0,136.3,184.7,7.4,33.2,19.2,64.4,273.6,599.3,457.3,1051.6,189.2,614.2,412.8,769.0,135.1,637.9,368.1,441.8
1054,2009-08-31,D,7.8,0.0,181.2,80.3,38.8,August,2009,15.0,57.0,207.0,136.3,0.8,7.4,33.2,19.2,211.5,273.6,599.3,457.3,97.6,189.2,614.2,412.8,52.7,135.1,637.9,368.1
1055,2009-09-30,D,0.0,0.0,164.9,69.5,41.8,September,2009,7.8,15.0,57.0,207.0,0.0,0.8,7.4,33.2,181.2,211.5,273.6,599.3,80.3,97.6,189.2,614.2,38.8,52.7,135.1,637.9
1056,2009-10-31,D,16.7,13.1,267.2,101.7,36.5,October,2009,0.0,7.8,15.0,57.0,0.0,0.0,0.8,7.4,164.9,181.2,211.5,273.6,69.5,80.3,97.6,189.2,41.8,38.8,52.7,135.1
1057,2009-11-30,D,14.4,3.6,216.4,82.9,25.1,November,2009,16.7,0.0,7.8,15.0,13.1,0.0,0.0,0.8,267.2,164.9,181.2,211.5,101.7,69.5,80.3,97.6,36.5,41.8,38.8,52.7
1058,2009-12-31,D,32.3,11.0,289.6,119.0,67.7,December,2009,14.4,16.7,0.0,7.8,3.6,13.1,0.0,0.0,216.4,267.2,164.9,181.2,82.9,101.7,69.5,80.3,25.1,36.5,41.8,38.8
1059,2010-01-31,D,149.8,98.4,939.2,347.1,143.7,January,2010,32.3,14.4,16.7,0.0,11.0,3.6,13.1,0.0,289.6,216.4,267.2,164.9,119.0,82.9,101.7,69.5,67.7,25.1,36.5,41.8
1060,2010-02-28,BN,149.3,83.2,838.7,320.7,166.7,February,2010,149.8,32.3,14.4,16.7,98.4,11.0,3.6,13.1,939.2,289.6,216.4,267.2,347.1,119.0,82.9,101.7,143.7,67.7,25.1,36.5
1061,2010-03-31,BN,149.9,53.9,633.3,438.7,251.4,March,2010,149.3,149.8,32.3,14.4,83.2,98.4,11.0,3.6,838.7,939.2,289.6,216.4,320.7,347.1,119.0,82.9,166.7,143.7,67.7,25.1
1062,2010-04-30,BN,215.6,63.0,725.4,616.9,404.8,April,2010,149.9,149.3,149.8,32.3,53.9,83.2,98.4,11.0,633.3,838.7,939.2,289.6,438.7,320.7,347.1,119.0,251.4,166.7,143.7,67.7
1063,2010-05-31,BN,283.9,35.6,584.0,687.4,543.2,May,2010,215.6,149.9,149.3,149.8,63.0,53.9,83.2,98.4,725.4,633.3,838.7,939.2,616.9,438.7,320.7,347.1,404.8,251.4,166.7,143.7
1064,2010-06-30,BN,387.5,20.0,469.9,567.1,569.9,June,2010,283.9,215.6,149.9,149.3,35.6,63.0,53.9,83.2,584.0,725.4,633.3,838.7,687.4,616.9,438.7,320.7,543.2,404.8,251.4,166.7
1065,2010-07-31,BN,104.1,5.3,247.0,212.4,101.1,July,2010,387.5,283.9,215.6,149.9,20.0,35.6,63.0,53.9,469.9,584.0,725.4,633.3,567.1,687.4,616.9,438.7,569.9,543.2,404.8,251.4
1066,2010-08-31,BN,19.6,0.7,214.8,121.0,37.5,August,2010,104.1,387.5,283.9,215.6,5.3,20.0,35.6,63.0,247.0,469.9,584.0,725.4,212.4,567.1,687.4,616.9,101.1,569.9,543.2,404.8
1067,2010-09-30,BN,13.4,0.0,220.4,101.7,31.9,September,2010,19.6,104.1,387.5,283.9,0.7,5.3,20.0,35.6,214.8,247.0,469.9,584.0,121.0,212.4,567.1,687.4,37.5,101.1,569.9,543.2
1068,2010-10-31,BN,39.2,4.5,226.5,141.4,113.5,October,2010,13.4,19.6,104.1,387.5,0.0,0.7,5.3,20.0,220.4,214.8,247.0,469.9,101.7,121.0,212.4,567.1,31.9,37.5,101.1,569.9
1069,2010-11-30,BN,63.3,8.5,267.5,163.7,106.2,November,2010,39.2,13.4,19.6,104.1,4.5,0.0,0.7,5.3,226.5,220.4,214.8,247.0,141.4,101.7,121.0,212.4,113.5,31.9,37.5,101.1
1070,2010-12-31,BN,187.1,44.1,831.6,776.9,663.2,December,2010,63.3,39.2,13.4,19.6,8.5,4.5,0.0,0.7,267.5,226.5,220.4,214.8,163.7,141.4,101.7,121.0,106.2,113.5,31.9,37.5
1071,2011-01-31,BN,134.8,23.2,462.4,357.7,287.8,January,2011,187.1,63.3,39.2,13.4,44.1,8.5,4.5,0.0,831.6,267.5,226.5,220.4,776.9,163.7,141.4,101.7,663.2,106.2,113.5,31.9
1072,2011-02-28,AN,88.1,28.2,491.2,359.5,242.1,February,2011,134.8,187.1,63.3,39.2,23.2,44.1,8.5,4.5,462.4,831.6,267.5,226.5,357.7,776.9,163.7,141.4,287.8,663.2,106.2,113.5
1073,2011-03-31,AN,231.7,115.2,1475.7,1149.3,881.1,March,2011,88.1,134.8,187.1,63.3,28.2,23.2,44.1,8.5,491.2,462.4,831.6,267.5,359.5,357.7,776.9,163.7,242.1,287.8,663.2,106.2
1074,2011-04-30,W,244.4,54.8,933.6,1210.1,732.7,April,2011,231.7,88.1,134.8,187.1,115.2,28.2,23.2,44.1,1475.7,491.2,462.4,831.6,1149.3,359.5,357.7,776.9,881.1,242.1,287.8,663.2
1075,2011-05-31,W,279.3,27.7,727.3,1052.9,690.1,May,2011,244.4,231.7,88.1,134.8,54.8,115.2,28.2,23.2,933.6,1475.7,491.2,462.4,1210.1,1149.3,359.5,357.7,732.7,881.1,242.1,287.8
1076,2011-06-30,W,352.2,17.3,562.4,919.8,808.4,June,2011,279.3,244.4,231.7,88.1,27.7,54.8,115.2,28.2,727.3,933.6,1475.7,491.2,1052.9,1210.1,1149.3,359.5,690.1,732.7,881.1,242.1
1077,2011-07-31,W,127.6,5.7,292.2,377.1,336.0,July,2011,352.2,279.3,244.4,231.7,17.3,27.7,54.8,115.2,562.4,727.3,933.6,1475.7,919.8,1052.9,1210.1,1149.3,808.4,690.1,732.7,881.1
1078,2011-08-31,W,28.5,1.4,218.9,151.6,75.3,August,2011,127.6,352.2,279.3,244.4,5.7,17.3,27.7,54.8,292.2,562.4,727.3,933.6,377.1,919.8,1052.9,1210.1,336.0,808.4,690.1,732.7
1079,2011-09-30,W,13.3,0.0,207.9,119.7,62.9,September,2011,28.5,127.6,352.2,279.3,1.4,5.7,17.3,27.7,218.9,292.2,562.4,727.3,151.6,377.1,919.8,1052.9,75.3,336.0,808.4,690.1
1080,2011-10-31,W,22.8,2.0,231.6,133.4,52.8,October,2011,13.3,28.5,127.6,352.2,0.0,1.4,5.7,17.3,207.9,218.9,292.2,562.4,119.7,151.6,377.1,919.8,62.9,75.3,336.0,808.4
1081,2011-11-30,W,21.0,3.2,246.0,122.8,36.9,November,2011,22.8,13.3,28.5,127.6,2.0,0.0,1.4,5.7,231.6,207.9,218.9,292.2,133.4,119.7,151.6,377.1,52.8,62.9,75.3,336.0
1082,2011-12-31,W,17.3,2.4,222.2,111.8,37.4,December,2011,21.0,22.8,13.3,28.5,3.2,2.0,0.0,1.4,246.0,231.6,207.9,218.9,122.8,133.4,119.7,151.6,36.9,52.8,62.9,75.3
1083,2012-01-31,W,42.3,10.0,279.0,200.4,111.0,January,2012,17.3,21.0,22.8,13.3,2.4,3.2,2.0,0.0,222.2,246.0,231.6,207.9,111.8,122.8,133.4,119.7,37.4,36.9,52.8,62.9
1084,2012-02-29,BN,59.0,8.1,253.8,143.2,66.5,February,2012,42.3,17.3,21.0,22.8,10.0,2.4,3.2,2.0,279.0,222.2,246.0,231.6,200.4,111.8,122.8,133.4,111.0,37.4,36.9,52.8
1085,2012-03-31,D,183.3,51.1,827.5,679.5,411.4,March,2012,59.0,42.3,17.3,21.0,8.1,10.0,2.4,3.2,253.8,279.0,222.2,246.0,143.2,200.4,111.8,122.8,66.5,111.0,37.4,36.9
1086,2012-04-30,BN,303.0,49.2,766.7,694.8,536.6,April,2012,183.3,59.0,42.3,17.3,51.1,8.1,10.0,2.4,827.5,253.8,279.0,222.2,679.5,143.2,200.4,111.8,411.4,66.5,111.0,37.4
1087,2012-05-31,BN,237.5,13.6,385.9,413.1,312.0,May,2012,303.0,183.3,59.0,42.3,49.2,51.1,8.1,10.0,766.7,827.5,253.8,279.0,694.8,679.5,143.2,200.4,536.6,411.4,66.5,111.0
1088,2012-06-30,BN,81.2,5.1,229.1,158.8,98.1,June,2012,237.5,303.0,183.3,59.0,13.6,49.2,51.1,8.1,385.9,766.7,827.5,253.8,413.1,694.8,679.5,143.2,312.0,536.6,411.4,66.5
1089,2012-07-31,BN,32.8,0.0,187.0,134.4,46.8,July,2012,81.2,237.5,303.0,183.3,5.1,13.6,49.2,51.1,229.1,385.9,766.7,827.5,158.8,413.1,694.8,679.5,98.1,312.0,536.6,411.4
1090,2012-08-31,BN,7.9,0.0,175.7,86.4,37.0,August,2012,32.8,81.2,237.5,303.0,0.0,5.1,13.6,49.2,187.0,229.1,385.9,766.7,134.4,158.8,413.1,694.8,46.8,98.1,312.0,536.6
1091,2012-09-30,BN,6.2,0.0,166.5,73.0,27.1,September,2012,7.9,32.8,81.2,237.5,0.0,0.0,5.1,13.6,175.7,187.0,229.1,385.9,86.4,134.4,158.8,413.1,37.0,46.8,98.1,312.0
1092,2012-10-31,BN,5.8,0.3,168.0,85.6,22.2,October,2012,6.2,7.9,32.8,81.2,0.0,0.0,0.0,5.1,166.5,175.7,187.0,229.1,73.0,86.4,134.4,158.8,27.1,37.0,46.8,98.1
1093,2012-11-30,BN,71.5,12.6,390.8,266.4,134.0,November,2012,5.8,6.2,7.9,32.8,0.3,0.0,0.0,0.0,168.0,166.5,175.7,187.0,85.6,73.0,86.4,134.4,22.2,27.1,37.0,46.8
1094,2012-12-31,BN,182.5,51.0,925.2,930.4,516.8,December,2012,71.5,5.8,6.2,7.9,12.6,0.3,0.0,0.0,390.8,168.0,166.5,175.7,266.4,85.6,73.0,86.4,134.0,22.2,27.1,37.0
1095,2013-01-31,BN,67.4,16.1,380.6,262.9,164.6,January,2013,182.5,71.5,5.8,6.2,51.0,12.6,0.3,0.0,925.2,390.8,168.0,166.5,930.4,266.4,85.6,73.0,516.8,134.0,22.2,27.1
1096,2013-02-28,AN,63.9,9.4,344.0,260.3,115.2,February,2013,67.4,182.5,71.5,5.8,16.1,51.0,12.6,0.3,380.6,925.2,390.8,168.0,262.9,930.4,266.4,85.6,164.6,516.8,134.0,22.2
1097,2013-03-31,BN,114.5,11.4,413.7,390.6,222.3,March,2013,63.9,67.4,182.5,71.5,9.4,16.1,51.0,12.6,344.0,380.6,925.2,390.8,260.3,262.9,930.4,266.4,115.2,164.6,516.8,134.0
1098,2013-04-30,BN,160.2,8.0,406.4,338.3,253.7,April,2013,114.5,63.9,67.4,182.5,11.4,9.4,16.1,51.0,413.7,344.0,380.6,925.2,390.6,260.3,262.9,930.4,222.3,115.2,164.6,516.8
1099,2013-05-31,D,83.2,2.7,239.9,178.0,181.3,May,2013,160.2,114.5,63.9,67.4,8.0,11.4,9.4,16.1,406.4,413.7,344.0,380.6,338.3,390.6,260.3,262.9,253.7,222.3,115.2,164.6
1100,2013-06-30,D,19.0,0.0,210.6,119.3,82.7,June,2013,83.2,160.2,114.5,63.9,2.7,8.0,11.4,9.4,239.9,406.4,413.7,344.0,178.0,338.3,390.6,260.3,181.3,253.7,222.3,115.2
1101,2013-07-31,D,10.3,0.0,172.5,87.9,29.8,July,2013,19.0,83.2,160.2,114.5,0.0,2.7,8.0,11.4,210.6,239.9,406.4,413.7,119.3,178.0,338.3,390.6,82.7,181.3,253.7,222.3
1102,2013-08-31,D,5.7,0.0,175.6,77.2,24.5,August,2013,10.3,19.0,83.2,160.2,0.0,0.0,2.7,8.0,172.5,210.6,239.9,406.4,87.9,119.3,178.0,338.3,29.8,82.7,181.3,253.7
1103,2013-09-30,D,7.8,0.1,170.8,72.0,23.8,September,2013,5.7,10.3,19.0,83.2,0.0,0.0,0.0,2.7,175.6,172.5,210.6,239.9,77.2,87.9,119.3,178.0,24.5,29.8,82.7,181.3
1104,2013-10-31,D,7.9,0.1,170.7,81.1,14.0,October,2013,7.8,5.7,10.3,19.0,0.1,0.0,0.0,0.0,170.8,175.6,172.5,210.6,72.0,77.2,87.9,119.3,23.8,24.5,29.8,82.7
1105,2013-11-30,D,8.1,1.2,181.7,82.2,16.0,November,2013,7.9,7.8,5.7,10.3,0.1,0.1,0.0,0.0,170.7,170.8,175.6,172.5,81.1,72.0,77.2,87.9,14.0,23.8,24.5,29.8
1106,2013-12-31,D,7.7,1.3,177.9,79.4,16.7,December,2013,8.1,7.9,7.8,5.7,1.2,0.1,0.1,0.0,181.7,170.7,170.8,175.6,82.2,81.1,72.0,77.2,16.0,14.0,23.8,24.5
1107,2014-01-31,D,9.3,0.0,164.6,86.3,23.3,January,2014,7.7,8.1,7.9,7.8,1.3,1.2,0.1,0.1,177.9,181.7,170.7,170.8,79.4,82.2,81.1,72.0,16.7,16.0,14.0,23.8
1108,2014-02-28,C,47.4,6.3,287.9,247.6,210.0,February,2014,9.3,7.7,8.1,7.9,0.0,1.3,1.2,0.1,164.6,177.9,181.7,170.7,86.3,79.4,82.2,81.1,23.3,16.7,16.0,14.0
1109,2014-03-31,C,152.3,19.9,572.3,451.3,214.1,March,2014,47.4,9.3,7.7,8.1,6.3,0.0,1.3,1.2,287.9,164.6,177.9,181.7,247.6,86.3,79.4,82.2,210.0,23.3,16.7,16.0
1110,2014-04-30,C,76.2,8.3,359.4,284.3,236.3,April,2014,152.3,47.4,9.3,7.7,19.9,6.3,0.0,1.3,572.3,287.9,164.6,177.9,451.3,247.6,86.3,79.4,214.1,210.0,23.3,16.7
1111,2014-05-31,C,31.6,0.0,200.8,125.9,161.0,May,2014,76.2,152.3,47.4,9.3,8.3,19.9,6.3,0.0,359.4,572.3,287.9,164.6,284.3,451.3,247.6,86.3,236.3,214.1,210.0,23.3
1112,2014-06-30,C,12.4,0.0,155.4,79.3,61.4,June,2014,31.6,76.2,152.3,47.4,0.0,8.3,19.9,6.3,200.8,359.4,572.3,287.9,125.9,284.3,451.3,247.6,161.0,236.3,214.1,210.0
1113,2014-07-31,C,7.6,0.0,149.8,75.2,36.2,July,2014,12.4,31.6,76.2,152.3,0.0,0.0,8.3,19.9,155.4,200.8,359.4,572.3,79.3,125.9,284.3,451.3,61.4,161.0,236.3,214.1
